Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Shortest Path,Longest Path
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,0.1279895758628845,0.0006440936603868239,0.02537900038194617,1126.86,19410.6804,139.32221789793616,32080.13,14538574.513100002,3812.948270446375,32060.0,14536400.0,3812.6631112648806,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,1.9523847723007202,0.03791888821201908,0.19472772841077124,9999.0,0.0,0.0,479189.71,12737124.5059,3568.9108290765685,0.0,0.0,0.0,6,87
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,1.5391665601730347,0.03375197390991665,0.18371710293251592,9999.0,0.0,0.0,378899.72,8600956.481600001,2932.7387339481847,0.0,0.0,0.0,6,23
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,1.2677826881408691,0.022994712297576145,0.1516400748403144,9999.0,0.0,0.0,316481.83,5440353.6811,2332.4565764661083,0.0,0.0,0.0,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.06459974527359008,0.00022820773887298744,0.015106546225824996,590.21,11287.325900000002,106.24182745039734,17082.51,10312981.1699,3211.3830618442266,17060.0,10336400.0,3215.027216058987,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.0740917158126831,0.0004955263482843067,0.022260421116508704,597.99,13062.7899,114.29256275016323,17320.27,11572088.417100001,3401.7772438976663,17300.0,11590000.0,3404.4089061098402,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.059703102111816404,0.00010331835913111715,0.010164563892814938,565.56,7524.106400000001,86.74160708679544,16070.21,6198269.565899999,2489.6324158196526,16050.0,6187500.0,2487.46859276655,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,2.010193955898285,0.029082733946553807,0.17053660588434907,9999.0,0.0,0.0,499431.49,18309588.1699,4278.970456768778,0.0,0.0,0.0,6,77
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,1.575443069934845,0.04018299470102995,0.20045696471070779,9999.0,0.0,0.0,385834.55,9499250.6675,3082.0854413043126,0.0,0.0,0.0,6,26
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,1.2893985152244567,0.026719978959926463,0.16346246957612767,9999.0,0.0,0.0,318568.55,5913638.707500001,2431.7974232036686,0.0,0.0,0.0,6,12
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.025580811500549316,0.00011439648213183773,0.010695629113420011,206.96,2789.4183999999996,52.814944854652644,6003.07,2406578.5651,1551.3151082549282,5980.0,2399600.0,1549.0642336585013,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.024566874504089356,9.719124777554953e-05,0.009858562155585851,206.45,3075.8874999999994,55.46068427273504,5950.12,2631075.0456,1622.0588909161097,5930.0,2625100.0,1620.216034978052,6,7
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.026675519943237306,8.689232947417622e-05,0.009321605520197484,193.0,2542.22,50.42043236625406,5567.74,2009527.3524000002,1417.5779881191722,5550.0,2007500.0,1416.8627315304755,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,2.0513603043556214,0.019620740874135952,0.14007405496427935,9999.0,0.0,0.0,517474.56,14590764.8264,3819.7859660457416,0.0,0.0,0.0,6,198
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,1.5614471125602722,0.01406942030700822,0.11861458724376281,9999.0,0.0,0.0,395543.65,8342804.1475,2888.391273269603,0.0,0.0,0.0,6,75
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,1.2575685048103333,0.013785006767011389,0.11740956846446285,9999.0,0.0,0.0,320314.45,5222386.8275,2285.2542150710497,0.0,0.0,0.0,6,11
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.013857769966125488,3.292594787751568e-05,0.005738113616644035,119.41,1487.3219000000004,38.56581258057452,3478.22,1249808.3716000002,1117.9482866394135,3460.0,1248400.0,1117.3182178770737,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.01538557767868042,5.9884906983478445e-05,0.007738533904007815,116.22,1743.3915999999997,41.753941131347105,3379.34,1439671.9444,1199.8633023807336,3360.0,1430400.0,1195.9933110180843,6,7
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.014272174835205077,3.963013001762192e-05,0.006295246620873714,123.67,1600.1810999999998,40.00226368594657,3585.79,1331292.8259,1153.8166344354722,3560.0,1326400.0,1151.6944039110374,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,2.128980712890625,0.03581935907432112,0.18926003031364314,9999.0,0.0,0.0,532013.01,17360895.869900003,4166.640837641277,0.0,0.0,0.0,6,215
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,1.6884760022163392,0.04043048308670264,0.2010733276362199,9999.0,0.0,0.0,406451.65,7750401.0075,2783.954203556517,0.0,0.0,0.0,6,126
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,1.274628381729126,0.023517675876205065,0.1533547386819366,9973.85,62619.72749999999,250.23934043231492,322131.75,73973021.4875,8600.757029907309,2410.0,575001900.0,23979.19723426954,6,31
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.011615028381347656,4.0545670091114526e-05,0.006367548200925889,96.61,1801.4379,42.44334930233475,2921.51,1872174.4899000002,1368.274274368995,2900.0,1870000.0,1367.4794331177343,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.010180888175964355,2.369165260190584e-05,0.0048674071744519015,90.23,1039.6371000000001,32.24340397662753,2701.69,920316.4739,959.3312639020996,2680.0,917600.0,957.9144011862438,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.0116485595703125,3.272435163580667e-05,0.0057205202242284455,86.36,960.0304000000002,30.98435734366618,2552.25,885717.6875,941.1257554121022,2530.0,889100.0,942.9209935090003,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,2.198859112262726,0.03767724730255765,0.19410627836975713,9999.0,0.0,0.0,543592.68,16693413.4576,4085.75739093745,0.0,0.0,0.0,6,190
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,1.6580642223358155,0.0260838769007853,0.1615050367659947,9999.0,0.0,0.0,415549.43,10830775.0651,3291.0142912330234,0.0,0.0,0.0,6,186
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.8741996574401856,0.2162786800774135,0.4650577169313649,6749.6,12580382.259999998,3546.8834573467448,220041.15,13377479243.1475,115661.0532683647,83070.0,10231065100.0,101148.7276242267,6,77
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.009363131523132324,3.586552916133314e-05,0.005988783612832671,72.0,1316.08,36.277816913370074,2225.57,1348327.9050999999,1161.17522583803,2200.0,1340000.0,1157.5836902790224,6,8
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.008984801769256591,3.8154150876715677e-05,0.006176904635552962,71.06,1489.7364000000002,38.59710351826935,2204.41,1584638.9619,1258.8244364882657,2180.0,1587600.0,1260.0,6,8
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.010573523044586182,8.918553552604749e-05,0.009443809375778796,72.5,2019.03,44.93361770434248,2270.49,2194676.8299,1481.4441703621503,2250.0,2187500.0,1479.019945774904,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,2.291026146411896,0.05965348276557696,0.24424062472401464,9999.0,0.0,0.0,542618.73,13516537.6371,3676.4844127372553,0.0,0.0,0.0,6,197
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,1.7033718872070311,0.03840326946322817,0.19596752144992846,9999.0,0.0,0.0,416352.31,10540040.2739,3246.5428187381112,0.0,0.0,0.0,6,95
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.19121397733688356,0.024200076256229726,0.15556373695765258,1438.5,1314485.25,1146.5100304838156,46782.35,1374025155.5874996,37067.84530543284,46760.0,1373982400.0,37067.26858024475,6,32
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.008385639190673828,6.351804063874626e-05,0.007969820615217525,60.87,1488.0131,38.57477284443811,1955.39,1585951.1378999995,1259.3455196648772,1930.0,1585100.0,1259.0075456485556,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.008698387145996094,5.184655730304257e-05,0.007200455353867738,56.0,1116.0,33.406586176980134,1861.32,1231754.9576,1109.8445646125408,1840.0,1234400.0,1111.035552986492,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.007220032215118408,2.0986124114295988e-05,0.004581061461527884,55.43,668.0051000000001,25.845794628914007,1793.32,714752.1376000002,845.4301494505623,1770.0,717100.0,846.817571853584,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,2.2273024892807007,0.05242296944409033,0.22896062858948113,9999.0,0.0,0.0,543647.86,16701177.980400002,4086.7074742878285,0.0,0.0,0.0,6,476
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,1.7183557271957397,0.03423844479605065,0.18503633371867984,9999.0,0.0,0.0,416850.48,11189659.9896,3345.0949148865716,0.0,0.0,0.0,6,121
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.19990265369415283,0.037210851266264056,0.1929011437660857,1564.58,2370935.6436,1539.7842847619922,51075.59,2516131592.5219,50161.056533150295,51050.0,2515887500.0,50158.62338621346,6,27
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.008625535964965821,2.8665002065827138e-05,0.0053539706821971985,67.0,1103.62,33.22077663149975,2212.76,1191552.9823999999,1091.58278769867,2190.0,1193900.0,1092.6573113286709,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.00724637508392334,2.4850306140820066e-05,0.004985008138490856,59.04,931.6184,30.522424543276372,1936.44,1023945.4864,1011.901915404848,1910.0,1021900.0,1010.8906963663283,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.008217666149139404,3.074884306203672e-05,0.005545163934640411,55.78,883.3316,29.720895006712027,1843.14,997291.8004,998.6449821633312,1820.0,987600.0,993.7806599043876,6,6
